Unnamed: 0,User,CREATED_AT,LABEL,STEMMING WORDS,LIKE COUNT,FOLLOWERS COUNT,RETWEET COUNT
171,1.43626E+18,9/10/2021 9:11,Other,එංගලන්ත එන්නත්කරණ ප්රමුඛතා කණ්ඩායම් තීරණයේ කලේ එරට නිසිබදධරියා වන එන්නත්කරණ විශේෂඥ කමිටුවයි ඔවුන් ප්රථම වයසින් වැඩිම අය හා රෝගී අය එන්නත්කරණය ආරම්භ කලා ඔවුන්ගේ අවම මරණ අනුපාතයට හේතුව ඔවුන් රට විවෘත කලේ අවදානම වැඩි අය එන්නත කර ප්රතිශක්තිය ගොඩනැගුණ පසුවයි,0,69,0
172,1.43623E+18,9/10/2021 7:14,Other,ලංකාවේ මානව අයිතිවාසිකම පිළිබඳව පුරෝගාමී වැඩකොටසක් ඉටුකරනු ලැබූ සුනිලා අබේසේකරගේ වැනි මරණ අනුස්මරණ ඊයේ සැප් වන දා,1,1833,0
173,1.43623E+18,9/10/2021 7:13,Other,සංචරණ සීම පැනවූ නිසා රෝගීන් වාර්තා වීම් සහ මරණ වල අඩුව වෛද්ය අසේල ගුණවර්ධන,3,67643,0
174,1.43621E+18,9/10/2021 5:52,Other,ඔය ආටිකල් එකේ තියනවා නේද එන්නත්කල ආසාදිතයන් අතර බරපතල ආසාදිතයන් සහ මරණ අඩු මට්ටමක පවතින කියලා,2,811,0
175,1.43617E+18,9/10/2021 3:29,Crime,කැස්බෑ බටුවන්දර ප්රදේශයේ නිවසක සිදුවූ භයංකර මරණ දෙකක් සම්බන්ධ පුවත අද උදෑසන වාර්තාව තිබේ තමන්ගේ සහෝදරයාගේ සිරුර නිවසේ කලබලය සිදුව ඇති බව සිරුරක බාල්කයේ එල්ලී තිබෙන බව පවසමින් හදිසි අංක මියගිය අයගේ සහෝදරියක පොලීසියට සිදු කළ දැනුම්දී අ,0,7425,0
176,1.43622E+18,9/10/2021 6:33,Other,හොංකොං පොලිසිය තියනාන්මෙන් කෞතුකාගාර කඩා වදියි,0,102,0
177,1.43609E+18,9/9/2021 22:30,Crime,යාපනය නුවර ඒ නවය මාර්ගයේ වවුනියා ඊරට්ටපෙරියකුලම තැපැල කාර්යාලය අසලදී නාවික හමුදාව අයත් බස් රථයක් යතුරුපැදියක ගැටී පුද්ගලය දා මියගොස් ඇතැයි ඊරට්ටපෙරියකුලම පොලිසිය පවසයි පූනෑව නාවික හමුද කඳවුරේ සිට යාපනය දක්වා නාවික සෙබළු රැගත් බස්රථ යතු,2,7425,0
178,1.43609E+18,9/9/2021 21:54,Crime,හැකි ඉක්මනි අපරාධකරු අත්අඩංගුව ගෙන ආත්මාරක්ෂාව සඳහා කටයුතු කරන්න පොලිසිය අපරාධකරු අත්අඩංගුව නොගන්න බැවින් හැකි ඉක්මනි පොලිසිය අමතන්න හරි,0,1042,1
179,1.43598E+18,9/9/2021 14:44,Crime,ගාල්ල සංඝමිත්ත විදුහලේ එන්නත කිරිමේ මධ්යස්ථානයට පැමිණ එන්නත ලබා නොගෙන කාඩ්පත පමණක ලකුණු කරගෙන පිටව යමි සිටි කාන්තාවන් තිදෙනෙකු සහ පිරිමි පුද්ගලයෙ අද දහවල් අත් අඩංගුව ගත් බව ගාල්ල පොලිසිය පවසයි,1,116,1
180,1.4359E+18,9/9/2021 9:30,Crime,කොරෝනා ආරක්ෂිත ඇදුම සැරසී වේයන්ගොඩ නගරයේ වෙළඳසැල් වලට පැමිණ බලපත්ර පරික්ෂා කරන මුවාවෙන් මුදල් ලබා ගැනීමට තැත් කළ බව කියන හමුද සෙබළ ඊයේ සවස අත්අඩංගුව ගත් බව වේයන්ගොඩ පොලිසිය කියයි මෙසේ අත්අඩංගුව ගෙන ඇත්තේ ඇඹිලිපිටිය ප්රදේශයේ පදිංචිකරුවකු,2,7425,0
181,1.43589E+18,9/9/2021 8:55,Other,ඔය කිව්ව අපේ අය කියන දෙයක් අහනවද පොලිසිය දාල නවත්තන්න කියලැයි,6,2902,0
182,1.43587E+18,9/9/2021 7:47,Crime,මත්ද්රව්ය ජාවාරමට සම්බන්ධ බැවින් හසුකරගැනීමට අවශ්ය බවට ඊයේ පොලිසිය වරෙන්තු නිවේදන නිකුත් කළ බොබ් මාලිසමැති සැකකරු අද දින ඇල්පිටිය ප්රදේශයේදී පොලිස් මත්ද්රව්ය නාශක කාර්යාංශ නිලධාරීන්ට හසුව අත්අඩංගුව ගෙන ඇත බේරුවල මුහුදු තීරයේදී ධීවර යාත්රා සිට,7,7425,0
183,1.43584E+18,9/9/2021 5:52,Other,ගම් වල තියන කසිප්පු පොලවල් ඇරලා පොලිසියේ ලොකු ලොක්කොත් ගිහින් ඒකෙන් බීල එන්නේ සදන්නේ ආමි එකේ අය කියන ඒවා විතරනේ පොලිසිය ඉතින් කොහොම චොරනේ,0,127,0
184,1.43581E+18,9/9/2021 3:37,Crime,අම්පාර දමන චීන වත්ත කොංගස්හන්දිය ප්රදේශයේ මාර්ගයක අත් පා ගැට ගසා කාන්තාවක් දමා යාමේ සිද්ධියක් සම්බන්ධ පොලිසිය පරික්ෂණය ආරම්භ කර තිබෙනව පසුගිය මස වනදා සිය දියණිය පැහැරගෙන ගිය බවට ඇයගේ මව වෙන්නපුව කඳානගෙදර පොලිසියට පැමිණිල්ලක්ද සිදු කර තිබුණා,0,1212,0
185,1.43561E+18,9/8/2021 14:25,Crime,දැරණියගල මාලිබොඩ ප්රදේශයේ අවුරුදු ක දැරියන් තම නිවසේ සාරිය බැඳ තිබූ ඔන්චිල්ලාවක බෙල්ල සිරවීමෙන් පසුව දැරණියගල ප්රාදේශීය රෝහලට ඇතුළත් කිරීමෙන් අනතුරුව මිය ගොස් ඇති බව දැරණියගල පොලිසිය පවසයි වැඩි විස්තර මෙතනින්,4,1766,0
186,1.43558E+18,9/8/2021 12:05,Crime,බොබ් මාලි අත්අඩංගුව ගන්න පොලිසිය මහජන සහාය පතයි විස්තර මෙන්න,1,29983,0
187,1.43556E+18,9/8/2021 11:15,Other,ආර්තික අර්බුදය හමුවේ උත්තර නැති පාලකයින් තවත් ජාතිවාදී කලකෝහාලයකට මුල පුරන්න රාජ්ය ත්රස්ත්වාදය අර අදින හාල් සීනි බෙද කියා දැමූ නීති තියාගෙන පොලිසිය ගුටි බෙදයි,3,104,0
188,1.43555E+18,9/8/2021 10:18,Crime,නිරෝධායන ඇදිරි නිතිය නිසි ලෙස අනුගමනය කිරිම ජනතා වගකිම බව පොලිසිය කියයි,0,114,0
189,1.43553E+18,9/8/2021 9:15,Crime,බත්තරමුල්ලේ බොබ් මාලිව සොයාගන්න පොලිසිය මහජන සහය පතයි,0,21,0
190,1.43551E+18,9/8/2021 8:00,Crime,වසර දහනව පෙර තම බිරිඳ පිහියකින් ඇන ඝාතන කිරීම සම්බන්ධ බදුල්ල මහාධිරණයෙන් මරණීය දණ්ඩනය නියම වූ පුද්ගලය අධිකරණය මගහැර වෙනත් නමකින් කාන්තාවන් තිදෙන විවාහ කරගෙන සිටියදී පෙරේද සවස අත්අඩංගුව ගත් බව බණ්ඩාරවෙල පොලිසිය කියයි මෙසේ අත්අඩංගුව ග,1,7425,0
191,1.43551E+18,9/8/2021 7:34,Crime,ප්රධාන පෙළේ මත්ද්රව්ය සැකකරු සොයා ගැනීමට පොලිසිය මහජන සහය පතයි,0,666,0
192,1.43551E+18,9/8/2021 7:30,Crime,පොලිසියට අවශ්ය කරන මත්ද්රව්ය ජාවාරම් සැකකරුවෙකුවූ බොබ් මාලි සොයාදෙන ලෙස පොලිසිය මහජන සහය පතමින් බනිකුත් කළ මාධ්ය නිවේදන හා ඡායාරූප මෙසේය බොබ් මාලි සොයාදෙන ලෙස පොලිසිය මහජන සහය පතයි,0,7425,1
193,1.4355E+18,9/8/2021 7:14,Crime,බලන්ගොඩ ප්රදේශයේ නිවසක සුරතලේට ඇති කළ සුනඛයකු සොරකම් කරගෙන රුපියල් ට උකස් කළ පුද්ගලයන් දෙදෙන ඊයේ වැනිදා අත්අඩංගුව ගත් බව පොලිසිය පවසයි අත්අඩංගුව ගත් සැකකරු බලන්ගොඩ කිරිමැටිතැන්න ප්රදේශයේ පදිංචිකරුවන් බව කියයි,0,116,0
194,1.43548E+18,9/8/2021 5:46,Crime,පෙසප පොලිසිය සිදුකරන බාධාකිරීම් නැවැත්විය යුතු බව මැකො පොලිස්පතිට කියයි,0,203,0
195,1.43546E+18,9/8/2021 4:46,Other,හාල් සීනි බෙද කියා දැමූ නීති තියාගෙන පොලිසිය ගුටි බෙදයි,1,417,0
196,1.43529E+18,9/7/2021 17:11,Crime,හදිසි නීතිය අස්සේ නැගෙනහිර පොලිසිය බරටම වැඩ,0,246,0
197,1.43527E+18,9/7/2021 15:42,Crime,මෙතෙක් කථාව එක පාරම අපේ ආණ්ඩුව පොලිසිය නොදන්න තොග ගබඩාවල් උකුස්සා හොයල දුන්නා ඒවා සල්ලි දීල මිසක නිකන් නොගන්න බව කියමින් සීල් තිවුවා දැන් උකුස්සා පෙන්නුවා වගේ තවත් ගබඩාවල් හොයන්න ඕන කියලා හදිස්සි නීතිය අතට ගත්තා මතුසම්බන්දයි තිරරචකයා කවුද,0,28,0
198,1.4351E+18,9/7/2021 4:33,Crime,කොහේ ඉන්නේ බං පොලිසිය මෙයාලව දකින්න කොලඹ අහලකවත් නෑ හැබැයි හැමදාම කරනවා ඔය කියන විදියට සිරාවටම අල්ලනවනන් පාරේ සෙනඟ ඉන්නේ නෑ නේද,0,3,0
199,1.43483E+18,9/6/2021 10:37,Crime,තරුණියක් අභිරහස් ලෙස අතුරුදන් වෙයි පොලිසිය සහ හමුදාව මෙහෙයුම් අරඹයි,0,1430,0
201,1.4348E+18,9/6/2021 8:34,Crime,ගැටුමක්ඇතිකරගත්නෙකුඅත්අඩංගුවට පුත්තලම මුලික රෝහලේ කොරෝනා පරීක්ෂණ කරන අවස්ථාවේ වූ ගැටුමක් සම්බන්ධ පුද්ගලයින් කු අත්අඩංගුව ගෙන තිබෙනවාපොලිසිය සදහන් කළේ නොරෙච්චෝලේ තාප බලාගාර කොන්ත්රාත් පදනම මත සේවය කරන සේවකයන් කු අත්අඩංගුව ගත් බව,0,1212,0
203,1.43478E+18,9/6/2021 7:25,Crime,පොලිසිය කියන්නෙ නඩුම නෙමෙයි,48,1122,1
204,1.43476E+18,9/6/2021 6:25,Crime,දැරණියගල ප්රාදේශීය සභාවේ සභාපති ලක්ෂ්මන් රාජකරුණා එජාප මහතාට දැරණියගල දෙල්ඔළුව ප්රදේශයේදී කාන්තාවක විසින් දැලිපිහි ප්රහාරයක් එල්ල කර ඇතැයි දැරණියගල පොලිසිය කියයි වැඩි විස්තර මෙතනින්,0,1766,0
205,1.43475E+18,9/6/2021 5:43,Crime,මාධ්යවේදියකුට ගුටි බැට දී පොලිසිය සමාව ඉල්ලයි,0,417,0
206,1.43473E+18,9/6/2021 4:13,Crime,ඇප ලබාදිය හැකි රැඳවියන් ඇප දෙන්නැ නීතිපති කිව්ව පොලිසිය එය තකන්නේ නෑ,2,8808,1
207,1.43471E+18,9/6/2021 2:48,Crime,හදිසි නීතිය දැමූ විගස පොලිසිය මාධ්යවේදියකුට බැට දෙයි,1,246,0
208,1.43459E+18,9/5/2021 19:09,Crime,අබුඩාබි පොලිසිය ජාත්යන්තර මත්ද්රව්ය ජාවාර බිඳ දමමින් මත්ද්රව්ය කිලෝග්රෑම් ක් අත්අඩංගුව ගෙන තිබේ,0,244,0
209,1.43454E+18,9/5/2021 15:37,Crime,මෑත කාලයෙදි ලංකාවේ ප්රධාන පුවත් විහිළු දේශපාලනයපොලිසිය විහිළු සපයන්නො පහත සඳහන් සියළුම හිමිකම් මුල් අයිතිකරු සතුයි,1,1272,0
210,1.43437E+18,9/5/2021 4:09,Crime,ළමය උණුසුම වාහන වල නවතා තැබීමේ අනතුර ඩුබායි පොලිසිය දෙමාපියන්ට සිහිපත් කරයි,0,244,0
211,1.43418E+18,9/4/2021 15:53,Crime,පහන් තුඩාවේ දෙන්න ඇල්ලුවේ අති දක්ෂ පොලිසිය ක් ඉන්න ඌත් දෙශපාලන බලවතෙකු එකෙක් උනානම් ඒකත් ඉවරයි,1,1129,0
212,1.43418E+18,9/4/2021 15:44,Other,එහෙම අයව පොලිසිය අදුර ගන්නෙ නෑ කියලද කියන්නෙ,1,3148,0
213,1.43417E+18,9/4/2021 14:53,Other,ඇයි පොලිසිය,2,93,0
214,1.43405E+18,9/4/2021 7:04,Crime,කොරෝනා අස්සේ අභ්යන්තර ආරක්ෂාව ගැන පොලිසිය සීරුවෙන්,0,47,0
215,1.43385E+18,9/3/2021 17:59,Crime,නවසීලන්තයේ ඕක්ලන්ඩ් හි සුපිරි වෙළද සංකීර්ණයක ඇතුල්වී පුද්ගලයින් දෙනෙකුට පිහි ඇනුම සිදුකරනු ලැබූ පුද්ගලයෙකුට එරට පොලිසිය විසින් වෙඩි තබා ඝාතන කර ඇති බව විදෙස් මාධ්ය වාර්තා කරයි,1,116,0
216,1.43382E+18,9/3/2021 16:06,Crime,අන්තර්ජාල ක්රිඩාවලට ඇබ්බැහිවි නිවසේ තිබු ලක්ෂ ගණනක් වටිනා රන්බඩු හා යතුරු පැදියක රහසේ විකුණා දමමින් අන්තර්ජාල පරිගණක ක්රීඩාවේ නිරත වු සිද්ධියක් සම්බන්ධව හැවිරිදි සිසුවකු මාරවිල පොලිසිය විසින් සැකපිට අද අත් අඩංගුව ගෙන තිබේ,5,2313,2
217,1.4338E+18,9/3/2021 14:20,Other,ආ මල්ලි බීචි ගිහින් වගේ මාස්ක් එකක් නැ කෝ මෙි පොලිසිය රාජකාරි කරන හැටි ද මෙි,1,15546,0
218,1.43378E+18,9/3/2021 13:15,Other,වැනි මූලික ප්රශ්න දිවයිනේ පවතින අතර මෙවැනි සාධක ඔස්සේ අධිකරණය හා පොලිසිය පසුපස යෑමේ ඵලය කුමක්,0,181,0
219,1.43377E+18,9/3/2021 12:52,Other,ලංකාවේ නීතිය යම සිදුවෙයි හාමුදුරුවෝ කෑ ගසයි පොලිසිය යුහුසුළු හඹා යයි අත් අඩංගුව ගෙන නොමැති නීති අර්ථකථන මාධ්ය මගි ඉදිරිපත් කරයි ජනතාව එය විශ්වාස කරයිපසුව චූදිතයා නම් ෂේප් එකේ කරයි මුස්ලිම් නම් තව චෝදනා ටික වයිසති න් ජනතාවට අමතකය වේ,0,15,0
220,1.43373E+18,9/3/2021 10:00,Crime,රාජගිරිය සහ බුත්ගමුව පාරේ පිහිටි කාන්තාවන් මුදලට අලෙවි කිරීමේ මධ්යස්ථාන දෙකක් වටළා කාන්තාවන් පිරිසක් අත්අඩංගුව ගත් බව පොලිසිය කියයි අන්තර්ජාලයේ ඇප් එකක් හරහා පුද්ගලයන් හා සම්බන්ධ කරගෙන මෙහිදී ගණිකා අලෙවි කර ඇත නිරෝධායන ඇඳිරි නීතිය පැවැති කාලයේ අ,2,7425,0
221,1.43373E+18,9/3/2021 9:39,Crime,මෙලෙස අත්අඩංගුව ගෙන ඇප මත මුදාහැර ඇත්තේ මහරගම පමුණුව ප්රදේශයේ පදිංචි හැවිරිදි ඡායාරූප ශිල්පියෙකු සහ ඇල්පිටිය ප්රදේශයේ පදිංචි හැවිරිදි රූපලාවණ්ය ශිල්පිණියෙකු බව පොලිසිය සඳහන් කරයි,8,2201,1
222,1.43373E+18,9/3/2021 9:39,Crime,ඔවුන්ව අත්අඩංගුව ගෙන ඇත්තේ අංක දරණ අසභ්ය පනත සහ ලංකා දණ්ඩ නීති සංග්රහයේ දරණ වගන්ති ප්රකාර අසභ්ය දර්ශන නිෂ්පාදනය සන්තක තබා ගැනීම සහ බෙදාහැරීම යන වරදවල් යටතේ බව පොලිසිය සඳහන් කරයි,9,2201,0
223,1.43372E+18,9/3/2021 9:21,Other,මම ගිහින් පැමිණිල්ලක දාපුවාම දඩබඩ ගාලා පැමිණිල්ල විභාග කරන පොලිසියක්නෙ ලංකාවේ ඉන්නෙ ඒකට ලොකු පොරක් පොලිසියට කිව්වමයි ලංකාවේ පොලිසිය වැඩේ බහින්නෙ,1,2947,0
224,1.43372E+18,9/3/2021 9:16,Other,ඒ උනාට බෑනේ මතක එකෙක් ටෝක් එකක් දෙන්න ගිහින් තොට ගන්ජා කෑල්ල දාල ඇතුලට දානවා කියලා කිව්වා පොලිසිය තරම් කුජීත තැනක් වෙන්ස් නෑ ඕයී ශික්,0,1705,0
225,1.43372E+18,9/3/2021 9:16,Other,පැමිණිල්ල වෙනයි ලියුං වෙනයි පැමිණිලි ලියන්නේ පොලිසිය නේද ජනාධිපති ලේකම් කාර්යාලයේ පැමිණිලි ලියන්නේ නෑ,0,305,0
226,1.43372E+18,9/3/2021 9:13,Crime,නවසීලන්ත පොලිසිය අන්තවාදී ශ්රී ලාංකිකයෙක් මරා දමයි,0,417,0
227,1.4337E+18,9/3/2021 7:48,Crime,තත්පර ක් ඇතුළත ක්රියාත්මක වෙමින් ප්රහාරක ඝාතන කරමින් ජීවිත ආරක්ෂා කරගැනීම පොලිසිය සමත් විය විය හැකිව තිබූ මහා විනාශයක වළකා ගන්නට පොලිසිය සමත් විය,0,1340,0
228,1.43369E+18,9/3/2021 7:04,Crime,සාමාජිකයෙකු වන නවසීලන්තයේ ජීවත් වන ලාංකිකයෙක් එරට සුපිරි වෙළදසැලකදී පුද්ගලයන් කිහිප දෙනෙකුට පිහි ඇනුම තුවාල සිදු කර ඇත එරට පොලිසිය විසින් එම පුද්ගලයා අදාල සිදුවීමෙන් විනාඩි ඇතුළත වෙඩි තබා ඝාතන කළ බව එරට අගමැති පවසයි,13,1980,1
229,1.43368E+18,9/3/2021 6:46,Crime,නවසීලන්ත පොලිසිය සිකුරාදා ඕක්ලන්ඩ් සුපිරි වෙළෙඳසලකදී දරුණු අන්තවාදි වෙඩි තබා මරා දැමූ බව අගමැති ජසින්ඩා ආඩර්න් මාධ්ය වෙත වාර්තා කර තිබේ මෙලෙස ඝාතනයට ලක්ව ඇත්තේ වසර ක් තිස්සේ නවසීලන්තයේ සිටි ශ්රී ලාංකිකයෙකු වූ මොහු අයිඑස් අන්තවාදි වූ බවත,1,7425,0
230,1.43368E+18,9/3/2021 6:33,Crime,නවසිලන්ත ඕක්ලන්ඩ් හි සුපිරී වෙළෙඳ සංකීර්ණයක ඇතුල්වී පුද්ගලයින් දෙනෙකුට පිහියෙන් ඇන තුවාල සිදුකල ශ්රි ලාංකික පුද්ගලයෙකුට එරට පොලිසිය කල වෙඩි තැබිමෙන් මියගොස් ඇති බව නවසීලන්ත අගමැතිවරිය උපුටා දක්වමින් විදෙස් මාධ්ය වාර්තා කලේය,0,2313,0
231,1.43347E+18,9/2/2021 16:48,Other,පොලිසිය ට බැදුනනමි හරි,1,54,0
232,1.43346E+18,9/2/2021 15:57,Other,පොලිසිය උනත් ගොන් කතා නොකිය ඉන්න ඔන නේ ඉගෙන ගත්ත උන්න නේ ඔය පොලිසියේ ඉන්නේ නැද්ද අයියේ,1,622,0
233,1.43345E+18,9/2/2021 15:31,Other,පොලීසිය නොගෑවුණු අපරාධවල වරදකරු සැනකින් අසුවන අතර පොලිසිය සම්බන්ද ඒවා ලොවෙත් අහුවෙන්නේ නෑ පාස්කු වගෙර්,6,5,0
234,1.43344E+18,9/2/2021 15:00,Crime,පහන්තුඩාව දියඇල්ල අසල අසභ්ය වීඩියෝ පටයක් රූගත කළ කාන්තාව සහ පුරුෂ පොලිසිය විසින් අත්අඩංගුව ගෙන තිබේ,3,537,0
235,1.43343E+18,9/2/2021 14:18,Other,කෝ මේ අදාල පොලිසිය,0,364,0
236,1.43343E+18,9/2/2021 13:46,Other,ම් කදාන පොලිසිය ඉස්සරහා එන්න බෑනේ තැන්කූ හොදේ දැන් ආයෙ පාන්දර ට එනෝ,0,3148,0
237,1.43343E+18,9/2/2021 13:42,Other,ගෑණු ළමයෙක්ගේ වීඩියෝ එකක් ලීක් වුනා කිව්වම පොලිසිය ඕවා ඒ ගෑණුන්ගෙත් වැරදිනේ මොකට වීඩියෝ කරේ දැන් ඉන්ටනෙට් ගිහින් ඉවරනේ අපි කරන්න දෙයක් නෑ ඕව දෙන්නෙ කැමැත්තෙන් වැලක ගහල දැම්ම පොලිසිය එහෙම කොහොම ඕන ඕන විදිහට වීඩියෝ කරලා ඉන්ටනෙට් දාන්නේ අල්ලල දානවා හිරේ,114,4176,25
238,1.43342E+18,9/2/2021 13:31,Other,එතකොට පොලිසිය එයාලටම දඬුවම් කර ගන්නවද,2,572,0
239,1.43341E+18,9/2/2021 12:58,Other,පොලිසිය තමයි හොඳ කරේ,6,733,0
240,1.43341E+18,9/2/2021 12:37,Crime,ගාල්ල සමුද්ර මාවත ආසන්න මුහුදේ පාවෙමින් තිබූ හිස නැති මළ සිරුරක පොලිසිය මැදිත් වී ගොඩට ගෙන නිරෝධායන ක්රම භාවිතා කරමින් කරාපිටිය ශික්ෂණ රෝහලේ මෘත ශරීරාගාර අද දහවල් යවනු ලැබීය වැඩි විස්තර මෙතනින්,1,1766,1
241,1.43339E+18,9/2/2021 11:06,Crime,හිස නැති නිරුවත මළ සිරුරක ගාල්ල මාළු වෙළද සංකිර්ණ ඉදිරිපිට සමුද්රමාවත මුහුදු තීරයේ පාවෙමින් තිබියදී හමු වී ඇත මළ සිරුරු වයස අවුරුදු ත් ත් අතර වයසේ පිරිමි අයෙකු වන අතර දින කීපයක් මුහුදේ පාවෙමින් තිබෙන්න ඇති බව පොලිසිය අනුමාන කරයි,1,116,1
242,1.43338E+18,9/2/2021 11:02,Crime,ගෝනපීනුවල පතන සහතික කළ පාසලේ දහතුන් හැවිරිදි පිරිමි දරුවකු අබිරහස් අයුරින් ගෙල සිරවී මියගොස් ඇති බව ගෝනපීනුවල පොලීසිය කියයි මෙසේ මිය ගොස් ඇත්තේ එම පාසලේ නේවාසික සිටි අනුෂ්ක පසිඳු නමැති දරුවා බව ද පොලිසිය කියයි සිය නේවාසික කාමර තුළ මේ දරුවා සිරුර,0,7425,0
243,1.43337E+18,9/2/2021 10:10,Crime,අලුත්ගම කලුවාමෝදර ප්රදේශයේ තරුණ දෙපිරිස අතර දෙතැනක පැවති සාදවලදී ඇතිවූ දුරකතන සංවාදයක් ආරවුලක් දක්වා දුරදිග ගොස් ඉන් එක් පාර්ශවයක තරුණයකු පිහි පහර ලක්ව ඊයේ මියගොස් ඇතැයි අලුත්ගම පොලිසිය කියයි මෙසේ මියගොස් ඇත්තේ අලුත්ගම කලුවාමෝදර දේවාල පාරේ පදි,3,7425,0
244,1.43336E+18,9/2/2021 9:35,Crime,පහන්තුඩාවේ සිද්ධිය නම් හොයනවා පොලිසිය අර අන්තර්ජාලේ හරය ඉහල පෙලේ අයට විකුණනපු ලමයාට එහෙම සාදාරනයක් උනාද තව අර බදුර්දින් ගේ ගෙදර එහෙම වැඩ කරපු අර මැරිච්ච ලමයට එහෙම සාදාරනයක් උනාද,1,622,0
245,1.43335E+18,9/2/2021 8:25,Other,කවුරුහරි පැමිණිල්ලක කලොත් පමනයි පොලිසිය ක්රියාත්මක වෙන්නේ විශේෂයෙන් ලොක්කෙක් කිව්වා නම් ඔනෙ දෙයක් කරන්නට සූදානම්,2,1390,0
246,1.43334E+18,9/2/2021 7:47,Crime,ඔව් එයාගේ යුනිෆෝර්ම් එකේ බලය පෙන්වන්න හදනවා වගේ මේ වගේ අය තමයි පොලිසිය මිනිස්සුන් තිත්ත කලේ,2,2422,0
247,1.43632E+18,9/10/2021 13:33,Sport,තරග තුනකින් සමන්විත ශ්රී ලංකා දකුණු අප්රිකානු විස්සයි විස්ස ක්රිකට් තරගාවලියේ පළමු තරඟයේ කාසිය වාසිය දකුණු අප්රිකාව විසින් දිනා ගත්තා ඒ අනුව ඔවුන් පළමුව පන්දුවට පහරදීමට තීරණය කළා කොළඹ ආර් ප්රේමදාස ක්රීඩාංගනයේදී තරඟ පැවැත්වෙනව,0,116,0
248,1.43632E+18,9/10/2021 13:30,Sport,දකුණු අප්රිකානු නායක ගේ පළමු විස්සයි විස්ස තරඟ මෙය,3,22525,0
249,1.43631E+18,9/10/2021 13:00,Sport,සංචාරක ඉන්දිය කණ්ඩාය සහ එංගලන්ත කණ්ඩාය අතර පැවැත්වී නියමිතව තිබු පස් වන ටෙස්ට් ක්රිකට් තරඟ නතර කිරීමට තීරණය කර තිබෙනව ඒ ඉන්දිය කණ්ඩායමේ කාර්ය මණ්ඩලයේ කිහිප දෙනෙකුට කොරෝනා වෛරස ආසාදන වීම හේතුවෙ,0,116,0
250,1.4363E+18,9/10/2021 11:56,Sport,අනේ මට උදවිවක් ලෙස තරඟ ඔස්සේ පෙන්න මෙන් කාරුණික ඉල්ලා සිටිමී,1,2,1
251,1.43629E+18,9/10/2021 11:28,Sport,ශ්රීලංකා සහ දකුණු අප්රිකාව අතර පැවැත්වෙන තුන්කොන් තරඟ මාලාවේ පලමු තරඟ බ්ලා බ්ලා බ්ලා,13,3167,0
252,1.43628E+18,9/10/2021 10:53,Sport,ක්රීඩකයන් අවදානමේ ඉන්දියා එංගලන්ත අවසන් ටෙස්ට් තරඟ නවතී,1,383,0
254,1.43628E+18,9/10/2021 10:49,Sport,ඉන්දීයකණ්ඩායමේකාර්යමණ්ඩලයේකිහිපදෙනෙකුටකොරෝනා සංචාරක ඉන්දියාව කණ්ඩාය සහ එංගලන්ත කණ්ඩාය අතර පැවැත්වී තිබු වන ටෙස්ට් ක්රිකට් තරඟ නතර කිරීමට තීරණය කර තිබෙනව ඒ ඉන්දියාව කණ්ඩායමේ කාර්ය මණ්ඩලයේ කිහිපදෙනෙකු කොරෝනා ආසාදන වීම හේතුවෙ,1,1212,0
255,1.43625E+18,9/10/2021 8:30,Sport,පස්වැනි ටෙස්ට් තරඟ අවලංගු කරයි,0,12,0
256,1.43623E+18,9/10/2021 7:21,Sport,දකුණු අප්රිකාව සමග පැවැත්වෙන පළමු විස්සයි තරඟ කුසල් ජනිත පෙරේරාට අහිමිව අතර දිනේෂ චන්දිමාල් සහ අවිශ්ක ප්රනාන්ද ආරම්භක පිතිකරු ලෙස කටයුතු කිරීමට නියමිතව ඇති බව වාර්තා වෙයි,28,3075,4
257,1.43621E+18,9/10/2021 5:50,Sport,කුසල් ජනිත්ට දකුණු අප්රිකාව එරෙහි ප්රථම තරඟ අහිමි වෙයි අවිශ්ක සමගි චන්දිමාල් ශ්රී ලංකා ඉනිම ආරම්භ කිරීමට නියමිතයි භානුක රාජපක්ෂ අංක පිතිකරු ලෙස පිටියට,1,1,0
258,1.4362E+18,9/10/2021 5:29,Sport,ශ්රී ලංකා දකුණු අප්රිකා පළමු විස්සයි විස්ස තරඟ අද වැඩි විස්තර දැනගන්න,0,39,0
259,1.43618E+18,9/10/2021 4:22,Sport,ශ්රී ලංකා සහ දකුණු අප්රිකාව අතර වන විස්සයි විස්ස තරඟ අද රාත්රී කොළඹ ආර් ප්රේමදාස ක්රීඩාංගනයේ දී පැවැත්වෙනව වැඩි විස්තර මෙතනින්,1,1766,0
260,1.43618E+18,9/10/2021 4:03,Sport,ශ්රී ලංකා දකුණු අප්රිකා පළමු විස්සයි විස්ස තරඟ අද,0,666,0
261,1.43618E+18,9/10/2021 3:57,Sport,ශ්රී ලංකා සහ දකුණු අප්රිකානු කණ්ඩාය අතර පැවැත්වී නියමිත තරග තුනකින් සමන්විත පන්දුවාර තරගාවලිය අද ආරම්භ වීමට නියමිතයි ඒ අනුව තරඟ ආරම්භ වන වේලාවන්හි සංශෝධනයක් සිදු කිරීමට ශ්රී ලංකා ක්රිකට් ආයතනය තීරණය කර ඇති බව වාර්තා වනවා,0,116,0
